AssetPath,Title,Creator,Source,AcquiredDate,License,RequiredCredit,Modified,RawRedistributionAllowed,Notes
Unity/PatanExplorer/Assets/Patan/Art/KrishnaMandir,Krishna Mandir exterior,Patan Explorer project author,Original project artwork,2026-09-10,All rights reserved,Permission required for reuse,Yes,Yes,Public shipping asset; author confirmed original ownership and repository redistribution rights on 2026-09-10
